,x,y,std
0,0,1.3902485483543334,0.12593562430431976
1,2,1.9559225442041397,0.28178578553803524
2,4,3.1095620582496935,0.32146084751714565
3,6,3.8351456372360477,0.6255396482451306
4,8,4.5507706099778495,0.31400787768079863
5,10,5.233287940318248,0.28512768923935455
